Start,End,ClosedPattern,Support
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=69.172.216.111, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",41
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Destination IP=192.168.10.12, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",223
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",704
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",785
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin2, Total Length of Bwd Packets=bin0}",841
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin2, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",644
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin2, Total Length of Bwd Packets=bin0}",2136
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin2, Flow Duration=bin2, Total Length of Bwd Packets=bin0}",410
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",1677
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin2, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",213
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",162
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin2, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",1677
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin2, Idle Mean=bin2, Total Length of Bwd Packets=bin0}",213
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0}",1783
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0}",1724
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin2, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",178
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin2, Idle Mean=bin2, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, SYN Flag Count=1, Flow Duration=bin4, Total Length of Bwd Packets=bin0}",224
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, SYN Flag Count=1, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",2704
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",2666
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",2686
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0}",6407
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0}",6255
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",26020
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Backward Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25896
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",25873
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",25822
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",25834
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25911
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25852
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",25958
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Total Length of Bwd Packets=bin0}",25864
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",708
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin2, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",161
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Idle Mean=bin2, Total Length of Bwd Packets=bin0}",212
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Length of Bwd Packets=bin0}",1211
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Length of Bwd Packets=bin0}",1207
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",115
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",158
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Bwd Packets=bin0}",1656
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",446
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, Idle Mean=bin3, Total Backward Packets=bin0}",248
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",195
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Idle Mean=bin2}",39
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Idle Mean=bin2}",40
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Idle Mean=bin2}",17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Idle Mean=bin2}",115
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Idle Mean=bin2}",111
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Idle Mean=bin2}",157
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",283
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",32
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",206
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",15
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",276
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",414
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",32
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",2689
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",2654
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1}",3384
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin1, Total Fwd Packets=bin0, Active Mean=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0}",110
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",415
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",44
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",2472
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",21
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",6237
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",27
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",41
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",17
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin2, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",24
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",37
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, Idle Mean=bin4, Total Backward Packets=bin0}",198
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",643
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",790
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",43
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",37
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",47
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",711
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",26
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",702
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",673
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",783
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",19
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Idle Mean=bin3, Total Backward Packets=bin0}",1707
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",3608
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",13
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",23
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Idle Mean=bin2, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",36
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin2, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",103
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",102
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",2469
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",2463
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",276
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin4, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",26
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",45
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",203
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",200
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, SYN Flag Count=1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",185
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",2666
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",24
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",2654
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",43
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",1721
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Idle Mean=bin3, Total Backward Packets=bin0}",1459
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",37310
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Total Backward Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",792
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",713
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",707
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",675
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",782
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin2, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",212
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin4, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",1211
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",1656
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Flow Duration=bin4, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",2229
2017-07-07 03:45:00,2017-07-07 04:15:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Bwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0}",2484
